# 逐字稿 - moneyline_20260227_part1
# 來源網址: https://www.youtube.com/watch?v=eILpZ7DIAUg
# 轉換日期: 2026-02-27 20:29:03
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:19.420]  歡迎收看前線百分百個表晚安 我是劉柱華
[00:23:54.200 --> 00:23:56.200]  所以大家可以看到就是你看
[00:23:56.200 --> 00:23:57.200]  他公告之後
[00:23:57.200 --> 00:23:59.200]  當然不是說你一定能夠出在
[00:23:59.200 --> 00:24:00.200]  講你滿這個位置
[00:24:00.200 --> 00:24:02.200]  但是你看我們剛剛講的是隔日存合操作
[00:24:02.200 --> 00:24:03.200]  對不對
[00:24:03.200 --> 00:24:04.200]  所以如果你昨天進去
[00:24:04.200 --> 00:24:05.200]  今天開高
[00:24:05.200 --> 00:24:07.200]  你是不是就可以順勢去做一個出現
[00:24:07.200 --> 00:24:08.200]  德律的K好不好
[00:24:08.200 --> 00:24:10.200]  所以其實開盤
[00:24:10.200 --> 00:24:12.200]  今天突破
[00:24:12.200 --> 00:24:15.200]  開盤3還有30分鐘的時間
[00:24:15.200 --> 00:24:18.200]  讓你去掌握昨天的資訊
[00:24:18.200 --> 00:24:20.200]  對 所以這個東西其實是這樣子嘛
[00:24:20.200 --> 00:24:21.200]  就是說為什麼他今天股價漲停板
[00:24:21.200 --> 00:24:23.200]  就是因為他昨天公告的財報
[00:24:23.200 --> 00:24:25.200]  他賺了一個股本以上
[00:24:25.200 --> 00:24:27.200]  市場正向去做解讀的時候
[00:24:27.200 --> 00:24:28.200]  他股價是往上推
[00:24:28.200 --> 00:24:31.200]  那你當然可以是在數字公告出來之後
[00:24:31.200 --> 00:24:32.200]  你再去做一個追價
[00:24:32.200 --> 00:24:33.200]  那如果你覺得
[00:24:33.200 --> 00:24:35.200]  當然我覺得也可以另外一種方式
[00:24:35.200 --> 00:24:37.200]  就是你在之前先做卡位
[00:24:37.200 --> 00:24:38.200]  那我覺得就是
[00:24:38.200 --> 00:24:39.200]  如果他正向反應
[00:24:39.200 --> 00:24:40.200]  然後股價表現很強的話
[00:24:40.200 --> 00:24:42.200]  你也可以先做獲利調節一半
[00:24:42.200 --> 00:24:44.200]  或者是先做序報
[00:24:44.200 --> 00:24:45.200]  去做這樣子的一個操作
[00:24:45.200 --> 00:24:46.200]  那我擦出來問
[00:24:46.200 --> 00:24:47.200]  如果是你的話
[00:24:47.200 --> 00:24:50.200]  你看今天早上我們看分時
[00:24:50.200 --> 00:24:52.200]  昨天晚上知道這個消息
[00:24:52.200 --> 00:24:54.200]  你今天早上看他開高
[00:24:54.200 --> 00:24:55.200]  沒有漲多少
[00:24:55.200 --> 00:24:56.200]  然後就去卡位
[00:24:56.200 --> 00:24:57.200]  就所做掌停了
[00:24:57.200 --> 00:24:58.200]  雖然這個掌停
[00:24:58.200 --> 00:24:59.200]  基地有些開開關關
[00:24:59.200 --> 00:25:01.200]  對 如果是你的話
[00:25:01.200 --> 00:25:02.200]  你有卡到位
[00:25:02.200 --> 00:25:03.200]  你會在今天盤中把它賣掉嗎
[00:25:03.200 --> 00:25:05.200]  我會先至少先充一半
[00:25:05.200 --> 00:25:07.200]  對 因為如果我做的
[00:25:07.200 --> 00:25:09.200]  只是因為財報這個條件的話
[00:25:09.200 --> 00:25:10.200]  因為我們剛剛提到
[00:25:10.200 --> 00:25:11.200]  強調一個重點
[00:25:11.200 --> 00:25:12.200]  為什麼這個時候
[00:25:12.200 --> 00:25:14.200]  要交大家這樣子的一個操作方式
[00:25:14.200 --> 00:25:15.200]  我只是為了卡位它開爆
[00:25:15.200 --> 00:25:16.200]  對 很重要的一個關鍵
[00:25:16.200 --> 00:25:18.200]  是因為兩個月指數長了
[00:25:18.200 --> 00:25:19.200]  六千多點 對不對
[00:25:19.200 --> 00:25:22.200]  那你不追又看他一直上去
[00:25:22.200 --> 00:25:23.200]  但你追了
[00:25:23.200 --> 00:25:24.200]  你又很怕追在高點
[00:25:24.200 --> 00:25:26.200]  所以你要盡可能把你的交易時間
[00:25:26.200 --> 00:25:27.200]  把它縮短
[00:25:27.200 --> 00:25:28.200]  縮短 你說
[00:25:28.200 --> 00:25:30.200]  那這個是一個正向的例子
[00:25:30.200 --> 00:25:31.200]  那如果開低怎麼辦
[00:25:31.200 --> 00:25:33.200]  那一樣嘛 你把股票砍掉嘛
[00:25:33.200 --> 00:25:34.200]  對不對 因為你的風險
[00:25:34.200 --> 00:25:35.200]  就只有一點點嘛
[00:25:35.200 --> 00:25:37.200]  趕快去做其他的股票
[00:25:37.200 --> 00:25:39.200]  那你是做轉率拉高
[00:25:39.200 --> 00:25:40.200]  然後就是你不用擔心
[00:25:40.200 --> 00:25:42.200]  說那股價大幅度繁轉的一個風險
[00:25:42.200 --> 00:25:45.200]  但又有機會做到這樣子的一個問題
[00:25:45.200 --> 00:25:46.200]  了解 好
[00:25:46.200 --> 00:25:47.200]  那除了得慮
[00:25:47.200 --> 00:25:48.200]  我用哪些選擇呢 目前
[00:25:48.200 --> 00:25:49.200]  好 所以我們剛剛講的是
[00:25:49.200 --> 00:25:51.200]  今天發生的例子嘛
[00:25:51.200 --> 00:25:53.200]  所以接下來我們要談的是下個禮拜
[00:25:53.200 --> 00:25:54.200]  好 所以下個禮拜
[00:25:54.200 --> 00:25:56.200]  基本上符合我們剛剛所談到
[00:25:56.200 --> 00:25:57.200]  這些條件的個股
[00:25:57.200 --> 00:25:58.200]  一共有兩頁
[00:25:58.200 --> 00:26:00.200]  包括了生技股的藥化藥
[00:26:00.200 --> 00:26:02.200]  你看他毛率89%
[00:26:02.200 --> 00:26:04.200]  那你看營收既增25%
[00:26:04.200 --> 00:26:05.200]  年增59%
[00:26:05.200 --> 00:26:07.200]  公告的日期是3月2號
[00:26:07.200 --> 00:26:09.200]  然後台特化也是3月2號
[00:26:09.200 --> 00:26:12.200]  剩1預幫配合跟AESK1
[00:26:12.200 --> 00:26:13.200]  這個時間點
[00:26:13.200 --> 00:26:16.200]  那基本上你說那這麼多股票
[00:26:16.200 --> 00:26:17.200]  我要怎麼去做篩選
[00:26:17.200 --> 00:26:21.200]  原則上就是我會在週末的時候
[00:26:21.200 --> 00:26:22.200]  我再多加一個條件
[00:26:22.200 --> 00:26:23.200]  什麼樣一個條件就是
[00:26:23.200 --> 00:26:25.200]  我加那個千張大幅值
[00:26:25.200 --> 00:26:26.200]  因為他週末公布
[00:26:26.200 --> 00:26:27.200]  對 因為你是想他
[00:26:27.200 --> 00:26:28.200]  如果下個禮拜公布
[00:26:28.200 --> 00:26:29.200]  然後我在這個禮拜去做考慮
[00:26:29.200 --> 00:26:30.200]  他是不是相對來講
[00:26:30.200 --> 00:26:32.200]  下個禮拜才會開出來的數字
[00:26:32.200 --> 00:26:33.200]  好的機會比較大
[00:26:33.200 --> 00:26:35.200]  那如果就是大家
[00:26:35.200 --> 00:26:36.200]  一方面可以用這樣的角度
[00:26:36.200 --> 00:26:38.200]  另外一方面是你可以
[00:26:38.200 --> 00:26:39.200]  用族群性的角度
[00:26:39.200 --> 00:26:40.200]  譬如說
[00:26:40.200 --> 00:26:42.200]  今天台一件的相關概念
[00:26:42.200 --> 00:26:42.200]  股都很強
[00:26:42.200 --> 00:26:43.200]  這個兩個是不是
[00:26:43.200 --> 00:26:44.200]  一同一個
[00:26:44.200 --> 00:26:46.200]  另外我們再來看下一頁
[00:26:46.200 --> 00:26:48.200]  其實也一樣的一個概念
[00:26:48.200 --> 00:26:49.200]  你看
[00:26:49.200 --> 00:26:50.200]  如果說以這個角度
[00:26:50.200 --> 00:26:51.200]  包括像適合
[00:26:51.200 --> 00:26:53.200]  這個其實也是半導以設備
[00:26:53.200 --> 00:26:54.200]  那你如果要做
[00:26:54.200 --> 00:26:56.200]  所謂的一個技術面的一個角度
[00:26:56.200 --> 00:26:57.200]  其實我覺得也都OK
[00:26:57.200 --> 00:26:59.200]  那前提就是我們剛剛所談到的
[00:26:59.200 --> 00:27:02.200]  你在知道他什麼時候要公告
[00:27:02.200 --> 00:27:03.200]  財報的時候
[00:27:03.200 --> 00:27:05.200]  你在當天或者前一天
[00:27:05.200 --> 00:27:06.200]  你可以先進做考慮
[00:27:06.200 --> 00:27:07.200]  因為這個好處在哪裡
[00:27:07.200 --> 00:27:08.200]  好處在於說
[00:27:08.200 --> 00:27:10.200]  你的容錯時間很短
[00:27:10.200 --> 00:27:11.200]  就是我結果出來
[00:27:11.200 --> 00:27:12.200]  我就知道了
[00:27:12.200 --> 00:27:13.200]  結果出來
[00:27:13.200 --> 00:27:14.200]  市場怎麼樣去做
[00:27:14.200 --> 00:27:15.200]  如果市場反應不好
[00:27:15.200 --> 00:27:16.200]  我就出調
[00:27:16.200 --> 00:27:17.200]  如果市場反應好
[00:27:17.200 --> 00:27:19.200]  我可以先做
[00:27:19.200 --> 00:27:20.200]  或一條節一半
[00:27:20.200 --> 00:27:22.200]  或者是說我先做一個序報
[00:27:22.200 --> 00:27:23.200]  那這樣子他能夠
[00:27:23.200 --> 00:27:24.200]  化解的問題是嗎
[00:27:24.200 --> 00:27:26.200]  化解大家不敢去做最高嗎
[00:27:26.200 --> 00:27:27.200]  是
[00:27:27.200 --> 00:27:28.200]  因為你在你當天
[00:27:28.200 --> 00:27:29.200]  譬如說你今天進去
[00:27:29.200 --> 00:27:30.200]  然後隔天拉開
[00:27:30.200 --> 00:27:32.200]  你一下子成本拉開之後
[00:27:32.200 --> 00:27:33.200]  是不是就變得相對來這樣
[00:27:33.200 --> 00:27:34.200]  比較感到
[00:27:34.200 --> 00:27:35.200]  就是說得慮
[00:27:35.200 --> 00:27:36.200]  對
[00:27:36.200 --> 00:27:37.200]  所以這樣子的一個概念
[00:27:37.200 --> 00:27:38.200]  是大家可以做參考
[00:27:38.200 --> 00:27:39.200]  OK好
[00:27:39.200 --> 00:27:40.200]  除了這個邏輯之外
[00:27:40.200 --> 00:27:41.200]  我們還要怎麼樣掌握
[00:27:41.200 --> 00:27:42.200]  就是所謂財報
[00:27:42.200 --> 00:27:43.200]  跟營收的進場時間
[00:27:43.200 --> 00:27:44.200]  好
[00:27:44.200 --> 00:27:45.200]  所以接下來我們要看營收
[00:27:45.200 --> 00:27:47.200]  那一樣我們要先告訴大家
[00:27:47.200 --> 00:27:48.200]  你怎麼去查
[00:27:48.200 --> 00:27:50.200]  一家公司營收公告的關係
[00:27:50.200 --> 00:27:51.200]  好
[00:27:51.200 --> 00:27:52.200]  所以剛剛講的是M3E對不對
[00:27:52.200 --> 00:27:54.200]  現在變成F22
[00:27:54.200 --> 00:27:56.200]  對你看我舉個例子就好了
[00:27:56.200 --> 00:27:58.200]  因為我不是推薦紅海
[00:27:58.200 --> 00:27:59.200]  我只是告訴大家
[00:27:59.200 --> 00:28:00.200]  他的他的那個慣性
[00:28:00.200 --> 00:28:01.200]  就非常明確
[00:28:01.200 --> 00:28:03.200]  你看這裡是2在1期
[00:28:03.200 --> 00:28:04.200]  F22
[00:28:04.200 --> 00:28:05.200]  他都是月營收收入
[00:28:05.200 --> 00:28:06.200]  做話你看
[00:28:06.200 --> 00:28:07.200]  2月5號
[00:28:07.200 --> 00:28:08.200]  1月5號
[00:28:08.200 --> 00:28:09.200]  12月5號
[00:28:09.200 --> 00:28:10.200]  11月5號
[00:28:10.200 --> 00:28:10.200]  10月5號
[00:28:10.200 --> 00:28:11.200]  9月5號
[00:28:11.200 --> 00:28:12.200]  8月5號
[00:28:12.200 --> 00:28:13.200]  非常規律
[00:28:13.200 --> 00:28:13.200]  非常規律
[00:28:13.200 --> 00:28:14.200]  對
[00:28:14.200 --> 00:28:15.200]  5號不論有沒有開盤
[00:28:15.200 --> 00:28:17.200]  他都會去公告營收
[00:28:17.200 --> 00:28:18.200]  所以當你知道
[00:28:18.200 --> 00:28:19.200]  這樣的一個狀況的時候
[00:28:19.200 --> 00:28:21.200]  我們就要回過頭了
[00:28:21.200 --> 00:28:22.200]  剛剛做完一開始談到
[00:28:22.200 --> 00:28:23.200]  2月份工作天數少
[00:28:23.200 --> 00:28:24.200]  又遇到過年
[00:28:24.200 --> 00:28:25.200]  所以月簡是常態
[00:28:25.200 --> 00:28:26.200]  正常
[00:28:26.200 --> 00:28:26.200]  對
[00:28:26.200 --> 00:28:27.200]  所以我們要找
[00:28:27.200 --> 00:28:29.200]  非常態的東西
[00:28:29.200 --> 00:28:30.200]  對
[00:28:30.200 --> 00:28:30.200]  就是你
[00:28:30.200 --> 00:28:31.200]  我們都知道
[00:28:31.200 --> 00:28:32.200]  因為營收會往下掉
[00:28:32.200 --> 00:28:33.200]  但是他卻成長
[00:28:33.200 --> 00:28:34.200]  對
[00:28:34.200 --> 00:28:35.200]  他卻能夠成長
[00:28:35.200 --> 00:28:36.200]  或他掉的比較少
[00:28:36.200 --> 00:28:37.200]  好
[00:28:37.200 --> 00:28:38.200]  所以這個部分
[00:28:38.200 --> 00:28:39.200]  你還要怎麼去做尋找
[00:28:39.200 --> 00:28:39.200]  第一個
[00:28:39.200 --> 00:28:40.200]  長價概念股
[00:28:40.200 --> 00:28:41.200]  為什麼
[00:28:41.200 --> 00:28:42.200]  因為我的
[00:28:42.200 --> 00:28:43.200]  平均產品售價
[00:28:43.200 --> 00:28:45.200]  是往上去做調整的對不對
[00:28:45.200 --> 00:28:47.200]  原則上我出貨量可能會掉
[00:28:47.200 --> 00:28:48.200]  因為我工作天數少
[00:28:48.200 --> 00:28:49.200]  或我上半天或少
[00:28:49.200 --> 00:28:50.200]  我的出量會掉
[00:28:50.200 --> 00:28:52.200]  但是我價格是往上的
[00:28:52.200 --> 00:28:53.200]  所以整體就往上
[00:28:53.200 --> 00:28:54.200]  所以我的營收可能不會
[00:28:54.200 --> 00:28:55.200]  掉這麼多
[00:28:55.200 --> 00:28:56.200]  或者是我甚至做成長的
[00:28:56.200 --> 00:28:58.200]  有什麼樣的一個毒群
[00:28:58.200 --> 00:28:59.200]  半導體經緣
[00:28:59.200 --> 00:29:00.200]  PCB被動元件
[00:29:00.200 --> 00:29:01.200]  為什麼沒有記憶體
[00:29:01.200 --> 00:29:03.200]  這個其實也算是記憶體
[00:29:03.200 --> 00:29:04.200]  對
[00:29:04.200 --> 00:29:05.200]  對
[00:29:05.200 --> 00:29:06.200]  這個部分我稍後
[00:29:06.200 --> 00:29:07.200]  跟大家講另外一種方式
[00:29:07.200 --> 00:29:09.200]  春節忘記概念股
[00:29:09.200 --> 00:29:10.200]  航空觀光休閒
[00:29:10.200 --> 00:29:11.200]  當然這個我覺得
[00:29:11.200 --> 00:29:12.200]  大家很容易理解
[00:29:12.200 --> 00:29:14.200]  但是3月1號到3月6號
[00:29:14.200 --> 00:29:15.200]  都沒有這些
[00:29:15.200 --> 00:29:16.200]  第三個什麼
[00:29:16.200 --> 00:29:19.200]  上個月營收有創歷史新高的
[00:29:19.200 --> 00:29:20.200]  我是不可以認定一件事情
[00:29:20.200 --> 00:29:22.200]  就是說我如果上個月營收
[00:29:22.200 --> 00:29:23.200]  創歷史新高
[00:29:23.200 --> 00:29:24.200]  然後我又符合上述
[00:29:24.200 --> 00:29:25.200]  這些條件
[00:29:25.200 --> 00:29:26.200]  我是不可以當作是
[00:29:26.200 --> 00:29:28.200]  我接下來再創新高
[00:29:28.200 --> 00:29:29.200]  或者是我相對
[00:29:29.200 --> 00:29:30.200]  我越減的幅度相對來講
[00:29:30.200 --> 00:29:31.200]  沒有那麼大力的標準
[00:29:31.200 --> 00:29:32.200]  對
[00:29:32.200 --> 00:29:33.200]  所以這個部分
[00:29:33.200 --> 00:29:34.200]  你要怎麼樣去蹲點
[00:29:34.200 --> 00:29:36.200]  下週開營收的股票
[00:29:36.200 --> 00:29:37.200]  第一個
[00:29:37.200 --> 00:29:38.200]  就是最近半年
[00:29:38.200 --> 00:29:40.200]  營收關心在上半場開除
[00:29:40.200 --> 00:29:41.200]  上個禮拜
[00:29:41.200 --> 00:29:42.200]  對
[00:29:42.200 --> 00:29:45.200]  下個禮拜是3月2號到3月6號
[00:29:45.200 --> 00:29:46.200]  對
[00:29:46.200 --> 00:29:48.200]  所以我們就調這段時間的
[00:29:48.200 --> 00:29:50.200]  我去因為我都有流檔
[00:29:50.200 --> 00:29:52.200]  當然大家可以看你自己有興趣的股票
[00:29:52.200 --> 00:29:54.200]  但是我們每一檔股票都有去流存
[00:29:54.200 --> 00:29:57.200]  就是它過去在哪一天開
[00:29:57.200 --> 00:29:58.200]  所以我把過去半年
[00:29:58.200 --> 00:30:00.200]  就是它只要超過6號
[00:30:00.200 --> 00:30:01.200]  我全部都3掉
[00:30:01.200 --> 00:30:02.200]  它不論在哪一個月超過6號
[00:30:02.200 --> 00:30:04.200]  那3下以下多少
[00:30:04.200 --> 00:30:05.200]  115家
[00:30:05.200 --> 00:30:07.200]  相對它那個標地就少了
[00:30:07.200 --> 00:30:08.200]  那第二個就是
[00:30:08.200 --> 00:30:09.200]  營收比較不受到
[00:30:09.200 --> 00:30:10.200]  工作天數減少
[00:30:10.200 --> 00:30:12.200]  營收就符合上述條件
[00:30:12.200 --> 00:30:13.200]  那第三個就是
[00:30:13.200 --> 00:30:15.200]  公司近期的財報
[00:30:15.200 --> 00:30:16.200]  因為現階段就是
[00:30:16.200 --> 00:30:17.200]  我可能是去年第三季
[00:30:17.200 --> 00:30:18.200]  或者是我已經公布到年報
[00:30:18.200 --> 00:30:19.200]  它是獲利當中的
[00:30:19.200 --> 00:30:20.200]  然後沒有流動新風險
[00:30:20.200 --> 00:30:21.200]  所以回過到我們來
[00:30:21.200 --> 00:30:22.200]  我們現在看
[00:30:22.200 --> 00:30:24.200]  基本上我覺得這個
[00:30:24.200 --> 00:30:26.200]  可以有兩種的狀況
[00:30:26.200 --> 00:30:28.200]  有一種考試的方式
[00:30:28.200 --> 00:30:29.200]  做完就把那個書拿出來
[00:30:29.200 --> 00:30:30.200]  那個叫做
[00:30:30.200 --> 00:30:31.200]  Open book
[00:30:31.200 --> 00:30:32.200]  Open book對不對
[00:30:32.200 --> 00:30:33.200]  好 為什麼要特別把那一刻放進去
[00:30:33.200 --> 00:30:35.200]  因為大家很關心記憶體
[00:30:35.200 --> 00:30:36.200]  我要講這個是一個
[00:30:36.200 --> 00:30:37.200]  非常好的
[00:30:37.200 --> 00:30:38.200]  Open book的範例
[00:30:38.200 --> 00:30:39.200]  什麼意思呢
[00:30:39.200 --> 00:30:40.200]  它去年前一家記憶
[00:30:40.200 --> 00:30:41.200]  應該說它去年
[00:30:41.200 --> 00:30:43.200]  全年的EPS是2.13
[00:30:43.200 --> 00:30:44.200]  有新號的代表
[00:30:44.200 --> 00:30:45.200]  就是公布了
[00:30:45.200 --> 00:30:46.200]  它已經公布了
[00:30:46.200 --> 00:30:47.200]  然後它不是
[00:30:47.200 --> 00:30:49.200]  就是它法術會自己講的
[00:30:49.200 --> 00:30:50.200]  我覺得應該問題是不大了
[00:30:50.200 --> 00:30:51.200]  就是2.13
[00:30:51.200 --> 00:30:53.200]  好 那它最近半年
[00:30:53.200 --> 00:30:54.200]  營收關心什麼
[00:30:54.200 --> 00:30:55.200]  它最近半年
[00:30:55.200 --> 00:30:56.200]  營收是3到6號
[00:30:56.200 --> 00:30:58.200]  那大多數是3號
[00:30:58.200 --> 00:30:59.200]  什麼意思就是
[00:30:59.200 --> 00:31:01.200]  如果3號是上半日
[00:31:01.200 --> 00:31:03.200]  它就會在3號開營收
[00:31:03.200 --> 00:31:04.200]  做去半年是這樣子
[00:31:04.200 --> 00:31:05.200]  對 所以整體來講
[00:31:05.200 --> 00:31:07.200]  下個禮拜3號是上班嘛對不對
[00:31:07.200 --> 00:31:08.200]  對
[00:31:08.200 --> 00:31:09.200]  這是原銷便法
[00:31:09.200 --> 00:31:10.200]  對
[00:31:10.200 --> 00:31:11.200]  好 那我剛剛為什麼會講說
[00:31:11.200 --> 00:31:13.200]  這是一個Open book的一個案例
[00:31:13.200 --> 00:31:14.200]  就是第一個
[00:31:14.200 --> 00:31:15.200]  你可不可以去蹲它
[00:31:15.200 --> 00:31:16.200]  可以嘛
[00:31:16.200 --> 00:31:17.200]  就是因為大家都
[00:31:17.200 --> 00:31:19.200]  現在大家市場有分歧的是
[00:31:19.200 --> 00:31:21.200]  在模組這一塊嘛對不對
[00:31:21.200 --> 00:31:22.200]  但經緣沒有問題
[00:31:22.200 --> 00:31:23.200]  所以第一個你可以去
[00:31:23.200 --> 00:31:25.200]  蹲它的營收表現還不錯
[00:31:25.200 --> 00:31:26.200]  那第二個你如果說
[00:31:26.200 --> 00:31:27.200]  我不敢蹲的話
[00:31:27.200 --> 00:31:28.200]  我剛剛是不是講到一個東西
[00:31:28.200 --> 00:31:29.200]  叫Open book
[00:31:29.200 --> 00:31:30.200]  你去看一個事情
[00:31:30.200 --> 00:31:33.200]  就是說南亞科的營收假設開出來
[00:31:33.200 --> 00:31:34.200]  是創立行高
[00:31:34.200 --> 00:31:36.200]  你覺得華邦電話不會創新高
[00:31:36.200 --> 00:31:37.200]  對 會嘛
[00:31:37.200 --> 00:31:38.200]  所以這個叫Open book
[00:31:38.200 --> 00:31:39.200]  Open book這兩個東西
[00:31:39.200 --> 00:31:40.200]  一個是我看它
[00:31:40.200 --> 00:31:41.200]  營收表現如何
[00:31:41.200 --> 00:31:42.200]  另外一個是我看它
[00:31:42.200 --> 00:31:43.200]  股價表現如何
[00:31:43.200 --> 00:31:44.200]  如果說
[00:31:44.200 --> 00:31:46.200]  南亞科營收創立行高
[00:31:46.200 --> 00:31:47.200]  有價
[00:31:47.200 --> 00:31:48.200]  我股價也上去
[00:31:48.200 --> 00:31:49.200]  那我接下來是不是要
[00:31:49.200 --> 00:31:50.200]  蹲華邦電
[00:31:50.200 --> 00:31:51.200]  對 那華邦電哪一天
[00:31:51.200 --> 00:31:52.200]  公告營收
[00:31:52.200 --> 00:31:53.200]  大家就可以去稍微查一下
[00:31:53.200 --> 00:31:54.200]  另外剛剛之前
[00:31:54.200 --> 00:31:55.200]  大家有講到
[00:31:55.200 --> 00:31:56.200]  通過基本
[00:31:56.200 --> 00:31:57.200]  台光電跟台藥
[00:31:57.200 --> 00:31:58.200]  你看這個其實
[00:31:58.200 --> 00:31:59.200]  很有意思
[00:31:59.200 --> 00:32:01.200]  你看台光電它跟空海一樣
[00:32:01.200 --> 00:32:02.200]  其實5號公告營收的很多
[00:32:02.200 --> 00:32:03.200]  大力光也是
[00:32:03.200 --> 00:32:04.200]  空海也是
[00:32:04.200 --> 00:32:05.200]  要華藥也是
[00:32:05.200 --> 00:32:06.200]  台光電也是
[00:32:06.200 --> 00:32:07.200]  很多個力光也是
[00:32:07.200 --> 00:32:09.200]  所以你看到這個部分
[00:32:09.200 --> 00:32:10.200]  它5號公告營收對不對
[00:32:10.200 --> 00:32:11.200]  台藥是幾號
[00:32:11.200 --> 00:32:12.200]  3到6
[00:32:12.200 --> 00:32:14.200]  但多是大多數的時候
[00:32:14.200 --> 00:32:15.200]  是3到4號
[00:32:15.200 --> 00:32:16.200]  換句話說
[00:32:16.200 --> 00:32:18.200]  它比台光電
[00:32:18.200 --> 00:32:20.200]  提早開營收的機率是高的
[00:32:20.200 --> 00:32:21.200]  所以你看它
[00:32:21.200 --> 00:32:22.200]  然後回去找它
[00:32:22.200 --> 00:32:24.200]  對 就是當然這個
[00:32:24.200 --> 00:32:25.200]  價格上面可能
[00:32:25.200 --> 00:32:26.200]  有點落差
[00:32:26.200 --> 00:32:27.200]  但是整體來講
[00:32:27.200 --> 00:32:28.200]  就是第一個它股價表現好不好
[00:32:28.200 --> 00:32:29.200]  那如果好的話
[00:32:29.200 --> 00:32:30.200]  那是不是
[00:32:30.200 --> 00:32:31.200]  這個其實也會有機會
[00:32:31.200 --> 00:32:33.200]  大家可以去做觀察
[00:32:33.200 --> 00:32:35.200]  那在這個所謂的
[00:32:35.200 --> 00:32:36.200]  ABF載版當中
[00:32:36.200 --> 00:32:37.200]  你看
[00:32:37.200 --> 00:32:38.200]  緊說它也是
[00:32:38.200 --> 00:32:40.200]  它就是5到6號的時間
[00:32:40.200 --> 00:32:41.200]  它相對來講
[00:32:41.200 --> 00:32:42.200]  時間可能稍微比較厚一點點
[00:32:42.200 --> 00:32:43.200]  那金測
[00:32:43.200 --> 00:32:45.200]  金測它就非常標準就是3號
[00:32:45.200 --> 00:32:46.200]  其實很多股票
[00:32:46.200 --> 00:32:47.200]  都有它的慣性
[00:32:47.200 --> 00:32:49.200]  比如說我們剛剛講的德律
[00:32:49.200 --> 00:32:50.200]  它就是每個月的
[00:32:50.200 --> 00:32:51.200]  第一個上班率
[00:32:51.200 --> 00:32:52.200]  它一定開營收
[00:32:52.200 --> 00:32:54.200]  那大家去把長握住
[00:32:54.200 --> 00:32:55.200]  那個慣性就可以
[00:32:55.200 --> 00:32:57.200]  那你看金測就是3號
[00:32:57.200 --> 00:32:58.200]  然後男菌
[00:32:58.200 --> 00:33:00.200]  它也是創立使行高的股票嘛
[00:33:00.200 --> 00:33:01.200]  3號或5號
[00:33:01.200 --> 00:33:02.200]  它只有3號跟5號兩個選擇
[00:33:02.200 --> 00:33:04.200]  它沒有中間的選擇
[00:33:04.200 --> 00:33:06.200]  然後ASKY它就是5號
[00:33:06.200 --> 00:33:07.200]  那制合陣
[00:33:07.200 --> 00:33:08.200]  這個我就覺得比較特殊了
[00:33:08.200 --> 00:33:09.200]  為什麼
[00:33:09.200 --> 00:33:10.200]  因為大家會覺得說
[00:33:10.200 --> 00:33:12.200]  證據內股其實
[00:33:12.200 --> 00:33:13.200]  2月份工作天路比較少
[00:33:13.200 --> 00:33:15.200]  可能理論上營收會掉的
[00:33:15.200 --> 00:33:16.200]  但大家不要忘記了
[00:33:16.200 --> 00:33:18.200]  其實證據股營收裡面
[00:33:18.200 --> 00:33:19.200]  包含自營部的操作
[00:33:19.200 --> 00:33:20.200]  對不對
[00:33:20.200 --> 00:33:21.200]  所以我覺得這個
[00:33:21.200 --> 00:33:22.200]  其實是可以大家
[00:33:22.200 --> 00:33:23.200]  可以去關注的
[00:33:23.200 --> 00:33:24.200]  像新項的部分
[00:33:24.200 --> 00:33:26.200]  它是一樣過去半年
[00:33:26.200 --> 00:33:27.200]  是3到6號
[00:33:27.200 --> 00:33:29.200]  但大多數都是3號
[00:33:29.200 --> 00:33:30.200]  或者是4號
[00:33:30.200 --> 00:33:31.200]  它可能會遇到一些
[00:33:31.200 --> 00:33:32.200]  假日的一個關係
[00:33:32.200 --> 00:33:33.200]  所以我覺得說
[00:33:33.200 --> 00:33:34.200]  這樣子的一個
[00:33:34.200 --> 00:33:35.200]  包括了裁爆的
[00:33:35.200 --> 00:33:36.200]  包括了營收的
[00:33:36.200 --> 00:33:37.200]  尤其是營收的部分
[00:33:37.200 --> 00:33:38.200]  我覺得其實每個月
[00:33:38.200 --> 00:33:39.200]  都可以做
[00:33:39.200 --> 00:33:40.200]  可以用這樣的一個方式
[00:33:40.200 --> 00:33:41.200]  去尋找
[00:33:41.200 --> 00:33:43.200]  短線隔日從操作的
[00:33:43.200 --> 00:33:44.200]  一個選擇的一個
[00:33:44.200 --> 00:33:45.200]  太有趣了
[00:33:45.200 --> 00:33:46.200]  謝謝明澤
[00:33:46.200 --> 00:33:47.200]  請先回座了
[00:33:47.200 --> 00:33:48.200]  又上了寶貝的一顆
[00:33:48.200 --> 00:33:49.200]  而且我覺得非常有趣
[00:33:49.200 --> 00:33:50.200]  大家不妨現現在
[00:33:50.200 --> 00:33:52.200]  行星很熱的時候
[00:33:52.200 --> 00:33:53.200]  我們說做個實業也好
[00:33:53.200 --> 00:33:54.200]  到底怎麼樣
[00:33:54.200 --> 00:33:55.200]  透過自己來
[00:33:55.200 --> 00:33:56.200]  查這個營收
[00:33:56.200 --> 00:33:57.200]  跟裁爆的公布時間
