# 逐字稿 - moneyline_20260227_part2
# 來源網址: https://www.youtube.com/watch?v=er1wzvrgI5I
# 轉換日期: 2026-02-27 20:31:40
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:06.000]  台積電會不會被關 跟灰打大有關係
[00:25:24.000 --> 00:25:25.500]  所以你可以看說來說
[00:25:25.500 --> 00:25:28.000]  台灣餐餐的公司裡面
[00:25:28.000 --> 00:25:29.500]  我們又去把它搜尋
[00:25:29.500 --> 00:25:31.500]  就說有沒有業績比較好的
[00:25:31.500 --> 00:25:32.500]  位置比較低的
[00:25:32.500 --> 00:25:34.000]  再從中找出來
[00:25:34.000 --> 00:25:34.500]  所以你發現
[00:25:34.500 --> 00:25:36.000]  為什麼台灣要去餐餐
[00:25:36.000 --> 00:25:38.000]  其實也是好幾年的餐餐
[00:25:38.000 --> 00:25:40.000]  包含像餐餐的項目台灣的
[00:25:40.000 --> 00:25:42.000]  包含是AI相關的伺服器
[00:25:42.000 --> 00:25:44.500]  或是1.6T的高速傳輸的方案
[00:25:44.500 --> 00:25:46.000]  甚至工業電腦
[00:25:46.000 --> 00:25:47.000]  這些都是工業電腦
[00:25:47.000 --> 00:25:49.500]  還有通訊到設備端的
[00:25:49.500 --> 00:25:52.000]  自安還有軟體的解決方案
[00:25:52.000 --> 00:25:53.500]  所以你可以看得出來就是說
[00:25:53.500 --> 00:25:55.000]  在MWC裡面
[00:25:55.000 --> 00:25:57.000]  雖然容容中都講了這麼多
[00:25:57.000 --> 00:25:58.500]  但是台灣其實在裡面
[00:25:58.500 --> 00:26:00.000]  有更到一些商機
[00:26:00.000 --> 00:26:01.500]  而且是硬體的商機
[00:26:01.500 --> 00:26:03.500]  那我們就待會
[00:26:03.500 --> 00:26:06.500]  從這裡面來挑一些關鍵的股票
[00:26:06.500 --> 00:26:08.500]  好 我希望接下來挑的股票
[00:26:08.500 --> 00:26:10.000]  是不是那個有雙刀流
[00:26:10.000 --> 00:26:11.000]  不僅僅單硬體財
[00:26:11.000 --> 00:26:13.500]  因為夏禮貝就要開展了
[00:26:13.500 --> 00:26:14.000]  對
[00:26:14.000 --> 00:26:16.000]  我就很怕現在行情這麼熱
[00:26:16.000 --> 00:26:17.000]  會不會變成
[00:26:17.000 --> 00:26:18.500]  利多出境
[00:26:18.500 --> 00:26:20.000]  除了MWC之外
[00:26:20.000 --> 00:26:21.000]  還有哪一些
[00:26:21.000 --> 00:26:22.500]  有Overlapped的題材
[00:26:22.500 --> 00:26:24.000]  大家更有信心
[00:26:24.000 --> 00:26:25.500]  OK 我就祝望真的講得很好
[00:26:25.500 --> 00:26:28.000]  因為要從越出到越底都有
[00:26:28.000 --> 00:26:28.500]  這個叫什麼
[00:26:28.500 --> 00:26:30.500]  時間在3月23號
[00:26:30.500 --> 00:26:31.500]  跟3月26號
[00:26:31.500 --> 00:26:32.500]  這已經越底了
[00:26:32.500 --> 00:26:33.500]  這個叫什麼
[00:26:33.500 --> 00:26:35.500]  Satellite 2026
[00:26:35.500 --> 00:26:36.500]  我們講說
[00:26:36.500 --> 00:26:38.500]  是衛星產業展
[00:26:38.500 --> 00:26:40.500]  你不要小看這個衛星產業展
[00:26:40.500 --> 00:26:43.500]  它是全球最大的衛星產業展
[00:26:43.500 --> 00:26:45.500]  它的地點在華盛頓DC
[00:26:45.500 --> 00:26:47.500]  所以看起來感覺上
[00:26:47.500 --> 00:26:49.500]  這個衛星通訊展
[00:26:49.500 --> 00:26:52.500]  目前這個時候剛好搭上潮流
[00:26:52.500 --> 00:26:54.500]  因為現在低軌衛星正熱
[00:26:54.500 --> 00:26:56.500]  如果以臺灣管為例的話
[00:26:56.500 --> 00:26:59.500]  這個過去應該說前年
[00:26:59.500 --> 00:27:01.500]  前年大概只有15家
[00:27:01.500 --> 00:27:04.500]  當然到去年來講增加了18家
[00:27:04.500 --> 00:27:06.500]  所以其實臺灣的廠商
[00:27:06.500 --> 00:27:08.500]  在全球性的一個展覽
[00:27:08.500 --> 00:27:09.500]  也是不餘力
[00:27:09.500 --> 00:27:11.500]  我們參與度實施是很高的
[00:27:11.500 --> 00:27:13.500]  對 政策也在推動
[00:27:13.500 --> 00:27:14.500]  那你也看到
[00:27:14.500 --> 00:27:15.500]  當然是2024年
[00:27:15.500 --> 00:27:18.500]  衛星地面的設備的產值
[00:27:18.500 --> 00:27:21.500]  高達2441億台幣
[00:27:21.500 --> 00:27:22.500]  所以這個地方
[00:27:22.500 --> 00:27:25.500]  也看出來說原來這個衛星通訊
[00:27:25.500 --> 00:27:27.500]  或是低軌衛星這個產業
[00:27:27.500 --> 00:27:30.500]  不是說今年或是去年才開始有
[00:27:30.500 --> 00:27:31.500]  這個2024有這麼多
[00:27:31.500 --> 00:27:33.500]  而且是慢慢成長
[00:27:33.500 --> 00:27:34.500]  那產業的聚焦
[00:27:34.500 --> 00:27:36.500]  我們就講說要雙刀流
[00:27:36.500 --> 00:27:38.500]  剛剛提到說M東西展有
[00:27:38.500 --> 00:27:40.500]  那真的來裡面
[00:27:40.500 --> 00:27:42.500]  它事實上主要的聚焦的產業
[00:27:42.500 --> 00:27:43.500]  當然是跨逐
[00:27:43.500 --> 00:27:45.500]  我們講說開發的家用
[00:27:45.500 --> 00:27:47.500]  或是車用
[00:27:47.500 --> 00:27:49.500]  海市 航空用的什麼
[00:27:49.500 --> 00:27:50.500]  通訊
[00:27:50.500 --> 00:27:53.500]  那這個其實海市跟航空
[00:27:53.500 --> 00:27:54.500]  就現在也比較航
[00:27:54.500 --> 00:27:56.500]  各類的衛星中端設備
[00:27:56.500 --> 00:27:59.500]  還有中上有的關鍵領主鍵
[00:27:59.500 --> 00:28:00.500]  通通在裡面
[00:28:00.500 --> 00:28:02.500]  那產業看起來好像跟
[00:28:02.500 --> 00:28:03.500]  M東西展裡面
[00:28:03.500 --> 00:28:05.500]  有一些是重疊到的
[00:28:05.500 --> 00:28:07.500]  那去年參展的公司
[00:28:07.500 --> 00:28:09.500]  台灣的參展公司
[00:28:09.500 --> 00:28:10.500]  總共有18家
[00:28:10.500 --> 00:28:11.500]  那還有一些
[00:28:11.500 --> 00:28:13.500]  各別參展公司是衛上市
[00:28:13.500 --> 00:28:15.500]  那我也把它列出來
[00:28:15.500 --> 00:28:16.500]  那包圍是
[00:28:16.500 --> 00:28:17.500]  你看人寶也有
[00:28:17.500 --> 00:28:20.500]  穩帽其實也是個大卡
[00:28:20.500 --> 00:28:22.500]  它也是去年有參展
[00:28:22.500 --> 00:28:23.500]  甚至一生
[00:28:23.500 --> 00:28:24.500]  這個大家比較少聽到
[00:28:24.500 --> 00:28:26.500]  但是我發現像是
[00:28:26.500 --> 00:28:27.500]  一生跟太一
[00:28:27.500 --> 00:28:28.500]  要燈剛剛也有
[00:28:28.500 --> 00:28:29.500]  感覺上什麼
[00:28:29.500 --> 00:28:31.500]  夜積在今年
[00:28:31.500 --> 00:28:32.500]  醫院分別找出來
[00:28:32.500 --> 00:28:34.500]  包圍像是一生跟太一的部分
[00:28:34.500 --> 00:28:35.500]  今年我們特別找到說
[00:28:35.500 --> 00:28:37.500]  它好像也參展了
[00:28:37.500 --> 00:28:38.500]  然後夜積也找出來
[00:28:38.500 --> 00:28:40.500]  那可能機會會比較多
[00:28:40.500 --> 00:28:41.500]  那台灣餐館
[00:28:41.500 --> 00:28:43.500]  像裡面包圍是
[00:28:43.500 --> 00:28:44.500]  你可以看得出來
[00:28:44.500 --> 00:28:46.500]  像正列天線的技術
[00:28:46.500 --> 00:28:48.500]  然後可以支援
[00:28:48.500 --> 00:28:50.500]  白人的同時上線
[00:28:50.500 --> 00:28:51.500]  感覺上好像
[00:28:51.500 --> 00:28:52.500]  也算是一個
[00:28:52.500 --> 00:28:53.500]  比較高門砍的
[00:28:53.500 --> 00:28:55.500]  甚至衛星的
[00:28:55.500 --> 00:28:56.500]  傳遞面的5G
[00:28:56.500 --> 00:28:57.500]  行動網路
[00:28:57.500 --> 00:28:59.500]  IOT的中端設備
[00:28:59.500 --> 00:29:01.500]  NTN的一個方案等
[00:29:01.500 --> 00:29:03.500]  這個大概是人寶所做的
[00:29:03.500 --> 00:29:04.500]  所以你看
[00:29:04.500 --> 00:29:05.500]  就是說在整個
[00:29:05.500 --> 00:29:06.500]  衛星展裡面
[00:29:06.500 --> 00:29:08.500]  台灣已經連續參展了
[00:29:08.500 --> 00:29:09.500]  四年
[00:29:09.500 --> 00:29:10.500]  那今年賣入第五年
[00:29:10.500 --> 00:29:11.500]  是有相認的機會
[00:29:11.500 --> 00:29:12.500]  以前這種展可能
[00:29:12.500 --> 00:29:14.500]  我們會比較忽略的
[00:29:14.500 --> 00:29:16.500]  但是是因為現在行行是太好了
[00:29:16.500 --> 00:29:17.500]  所以只要有一個題材
[00:29:17.500 --> 00:29:18.500]  它就可能山峰點
[00:29:18.500 --> 00:29:19.500]  或把一些個骨
[00:29:19.500 --> 00:29:20.500]  給點出來
[00:29:20.500 --> 00:29:21.500]  怎麼樣從裡面找個骨
[00:29:21.500 --> 00:29:22.500]  好
[00:29:22.500 --> 00:29:24.500]  那我們就用這兩個
[00:29:24.500 --> 00:29:25.500]  抽絲波剪
[00:29:25.500 --> 00:29:26.500]  然後找出一些
[00:29:26.500 --> 00:29:27.500]  比較好的概念骨
[00:29:27.500 --> 00:29:29.500]  那我舉例來講
[00:29:29.500 --> 00:29:30.500]  像森達科
[00:29:30.500 --> 00:29:31.500]  當然大家會講說
[00:29:31.500 --> 00:29:33.500]  哇這個已經1520塊
[00:29:33.500 --> 00:29:34.500]  但是它絕對
[00:29:34.500 --> 00:29:35.500]  是一個領先指標
[00:29:35.500 --> 00:29:36.500]  精神指標
[00:29:36.500 --> 00:29:37.500]  其實森達科
[00:29:37.500 --> 00:29:38.500]  我們以前大概
[00:29:38.500 --> 00:29:39.500]  很早就提到過
[00:29:39.500 --> 00:29:40.500]  那他們其實講到重
[00:29:40.500 --> 00:29:41.500]  就是說
[00:29:41.500 --> 00:29:42.500]  太空資料中心
[00:29:42.500 --> 00:29:43.500]  是太空產業的
[00:29:43.500 --> 00:29:44.500]  觀距的焦點
[00:29:44.500 --> 00:29:45.500]  那去年
[00:29:45.500 --> 00:29:46.500]  第五年已經營售
[00:29:46.500 --> 00:29:47.500]  已經來到十四億
[00:29:47.500 --> 00:29:48.500]  年增四十八
[00:29:48.500 --> 00:29:49.500]  今年將翻倍
[00:29:49.500 --> 00:29:51.500]  那低軌衛星的運用中
[00:29:51.500 --> 00:29:53.500]  天上的六十五趴
[00:29:53.500 --> 00:29:54.500]  地面的三十五趴
[00:29:54.500 --> 00:29:56.500]  所以它幾乎百分之一
[00:29:56.500 --> 00:29:57.500]  百都在低軌衛星
[00:29:57.500 --> 00:29:58.500]  或這個產業
[00:29:58.500 --> 00:29:59.500]  它是有聚焦的
[00:29:59.500 --> 00:30:00.500]  那如果說
[00:30:00.500 --> 00:30:02.500]  森達科這麼優的話
[00:30:02.500 --> 00:30:03.500]  從裡面我大概挑
[00:30:03.500 --> 00:30:05.500]  我覺得像一生
[00:30:05.500 --> 00:30:06.500]  它大概可能
[00:30:06.500 --> 00:30:08.500]  大概是相對會有機會
[00:30:08.500 --> 00:30:09.500]  為什麼它有機會
[00:30:09.500 --> 00:30:10.500]  好
[00:30:10.500 --> 00:30:13.500]  第一個它就是以台灣館
[00:30:13.500 --> 00:30:14.500]  參加這個
[00:30:14.500 --> 00:30:16.500]  衛星產業的通訊站
[00:30:16.500 --> 00:30:17.500]  那它參加過程當中
[00:30:17.500 --> 00:30:18.500]  它去年參加
[00:30:18.500 --> 00:30:19.500]  包含是
[00:30:19.500 --> 00:30:20.500]  地面的接收站
[00:30:20.500 --> 00:30:22.500]  包含是中端的PCP
[00:30:22.500 --> 00:30:24.500]  還有未來會朝什麼
[00:30:24.500 --> 00:30:26.500]  高階的程序版
[00:30:26.500 --> 00:30:28.500]  跟控銅駁版來發展
[00:30:28.500 --> 00:30:29.500]  那這個的意思是什麼
[00:30:29.500 --> 00:30:31.500]  它從基本的開始做
[00:30:31.500 --> 00:30:32.500]  然後慢慢轉向高階的
[00:30:32.500 --> 00:30:33.500]  對
[00:30:33.500 --> 00:30:35.500]  而且開始有階到單子
[00:30:35.500 --> 00:30:36.500]  因為它重點是
[00:30:36.500 --> 00:30:37.500]  獲得
[00:30:37.500 --> 00:30:40.500]  AS90001的航太認證
[00:30:40.500 --> 00:30:41.500]  我們知道它其實
[00:30:41.500 --> 00:30:42.500]  航太認證是不容易的
[00:30:42.500 --> 00:30:44.500]  它的PCP比重了80%
[00:30:44.500 --> 00:30:45.500]  所以一生
[00:30:45.500 --> 00:30:47.500]  本身是一家PCP廠
[00:30:47.500 --> 00:30:49.500]  那它的PCP用在哪裡
[00:30:49.500 --> 00:30:50.500]  高階的應用
[00:30:50.500 --> 00:30:52.500]  那我大概在年前有提到
[00:30:52.500 --> 00:30:54.500]  PCP版在未來的通訊
[00:30:54.500 --> 00:30:56.500]  跟低軌衛星
[00:30:56.500 --> 00:30:57.500]  市場是很重要的
[00:30:57.500 --> 00:30:58.500]  它這一塊
[00:30:58.500 --> 00:31:00.500]  市場看起來是不錯
[00:31:00.500 --> 00:31:01.500]  今年的出貨
[00:31:01.500 --> 00:31:02.500]  低軌衛星
[00:31:02.500 --> 00:31:03.500]  對一個PCP
[00:31:03.500 --> 00:31:04.500]  它今年開始出貨
[00:31:04.500 --> 00:31:05.500]  而且它桃園歸山
[00:31:05.500 --> 00:31:07.500]  二期場
[00:31:07.500 --> 00:31:08.500]  今年的第一季
[00:31:08.500 --> 00:31:09.500]  剛好要量產
[00:31:09.500 --> 00:31:10.500]  那這個是不是大上
[00:31:10.500 --> 00:31:11.500]  現在是一個熱潮
[00:31:11.500 --> 00:31:12.500]  專注在高階
[00:31:12.500 --> 00:31:14.500]  四五期低軌衛星
[00:31:14.500 --> 00:31:15.500]  的一個生產
[00:31:15.500 --> 00:31:16.500]  那重點來了
[00:31:16.500 --> 00:31:17.500]  1月份營收
[00:31:17.500 --> 00:31:19.500]  1.2億元
[00:31:19.500 --> 00:31:20.500]  月增38.7
[00:31:20.500 --> 00:31:21.500]  年增34
[00:31:21.500 --> 00:31:23.500]  其實很漂亮的
[00:31:23.500 --> 00:31:24.500]  那三年的
[00:31:24.500 --> 00:31:25.500]  創下三年高
[00:31:25.500 --> 00:31:26.500]  那景氣
[00:31:26.500 --> 00:31:28.500]  它景氣好的時候
[00:31:28.500 --> 00:31:29.500]  大概可以賺到45塊
[00:31:29.500 --> 00:31:31.500]  那現在大概是一兩塊左右
[00:31:31.500 --> 00:31:32.500]  那景氣好
[00:31:32.500 --> 00:31:33.500]  還可以賺很多
[00:31:33.500 --> 00:31:34.500]  所以我個人覺得
[00:31:34.500 --> 00:31:35.500]  有些機會
[00:31:35.500 --> 00:31:36.500]  因為這樣看起來
[00:31:36.500 --> 00:31:37.500]  它好像包山包
[00:31:37.500 --> 00:31:38.500]  還審某工作
[00:31:38.500 --> 00:31:39.500]  好像低階的
[00:31:39.500 --> 00:31:40.500]  它也有在做
[00:31:40.500 --> 00:31:41.500]  然後你說高階的
[00:31:41.500 --> 00:31:42.500]  它有在做
[00:31:42.500 --> 00:31:43.500]  它主要營的內容
[00:31:43.500 --> 00:31:44.500]  是哪一些
[00:31:44.500 --> 00:31:45.500]  好這個是我
[00:31:45.500 --> 00:31:46.500]  從它的法書會的
[00:31:46.500 --> 00:31:47.500]  裡面結露出來的
[00:31:47.500 --> 00:31:49.500]  那其實這裡面的重點
[00:31:49.500 --> 00:31:50.500]  就告訴我們說
[00:31:50.500 --> 00:31:51.500]  它是從什麼
[00:31:51.500 --> 00:31:53.500]  目前走到高階的PCP
[00:31:53.500 --> 00:31:55.500]  其實PCP以前
[00:31:55.500 --> 00:31:56.500]  大概都是認為
[00:31:56.500 --> 00:31:57.500]  是一個西洋產業
[00:31:57.500 --> 00:31:58.500]  但是你只要會
[00:31:58.500 --> 00:31:59.500]  做高階的產品
[00:31:59.500 --> 00:32:01.500]  我覺得在現在這個時代
[00:32:01.500 --> 00:32:02.500]  不管通訊也好
[00:32:02.500 --> 00:32:03.500]  AI也好
[00:32:03.500 --> 00:32:04.500]  你都會用得到嗎
[00:32:04.500 --> 00:32:05.500]  所以它是
[00:32:05.500 --> 00:32:06.500]  在AI457跟
[00:32:06.500 --> 00:32:07.500]  衛星通訊
[00:32:07.500 --> 00:32:08.500]  它幾個立即
[00:32:08.500 --> 00:32:09.500]  第一個24層板
[00:32:09.500 --> 00:32:10.500]  我就左上角
[00:32:10.500 --> 00:32:12.500]  這個叫24層板
[00:32:12.500 --> 00:32:13.500]  那24層板
[00:32:13.500 --> 00:32:14.500]  大概
[00:32:14.500 --> 00:32:15.500]  為什麼它會叫著
[00:32:15.500 --> 00:32:16.500]  它會有
[00:32:16.500 --> 00:32:18.500]  急劇高線路的密度
[00:32:18.500 --> 00:32:20.500]  還有訊號的完整性
[00:32:20.500 --> 00:32:22.500]  那這代表它用在哪裡
[00:32:22.500 --> 00:32:23.500]  5G的應用也好
[00:32:23.500 --> 00:32:25.500]  雷達的訊號
[00:32:25.500 --> 00:32:26.500]  特別在低軌衛星
[00:32:26.500 --> 00:32:27.500]  所以它24層板
[00:32:27.500 --> 00:32:28.500]  就是出給這個
[00:32:28.500 --> 00:32:29.500]  低軌衛星的
[00:32:29.500 --> 00:32:30.500]  那滑通
[00:32:30.500 --> 00:32:31.500]  其實也有具備這樣能力
[00:32:31.500 --> 00:32:33.500]  那再來
[00:32:33.500 --> 00:32:34.500]  6G的HDI板
[00:32:34.500 --> 00:32:36.500]  我說什麼叫6GHDI板
[00:32:36.500 --> 00:32:38.500]  在6層的導電層裡面
[00:32:38.500 --> 00:32:40.500]  經過6次的
[00:32:40.500 --> 00:32:42.500]  雷射專孔的HDI板
[00:32:42.500 --> 00:32:43.500]  應用在什麼
[00:32:43.500 --> 00:32:44.500]  似乎器跟公空
[00:32:44.500 --> 00:32:46.500]  所以它這個HDI板
[00:32:46.500 --> 00:32:47.500]  就用在似乎器跟公空
[00:32:47.500 --> 00:32:50.500]  那比較還有一個特殊的叫什麼
[00:32:50.500 --> 00:32:52.500]  這個後銅板
[00:32:52.500 --> 00:32:53.500]  在後銅板上
[00:32:53.500 --> 00:32:54.500]  就是說
[00:32:54.500 --> 00:32:56.500]  未來的電源轉換器
[00:32:56.500 --> 00:32:57.500]  電源供應器
[00:32:57.500 --> 00:32:58.500]  還有電池
[00:32:58.500 --> 00:32:59.500]  跟power有關的
[00:32:59.500 --> 00:33:01.500]  因為後銅板
[00:33:01.500 --> 00:33:03.500]  大家有實暗示的一個電路板
[00:33:03.500 --> 00:33:04.500]  事實上比較重
[00:33:04.500 --> 00:33:05.500]  所以它具什麼
[00:33:05.500 --> 00:33:07.500]  高散熱跟高宅力
[00:33:07.500 --> 00:33:08.500]  那應用在電源供應裡面
[00:33:08.500 --> 00:33:09.500]  所以你發現
[00:33:09.500 --> 00:33:10.500]  當然是24層板
[00:33:10.500 --> 00:33:11.500]  後銅板
[00:33:11.500 --> 00:33:12.500]  HDI板
[00:33:12.500 --> 00:33:13.500]  這些怎麼樣
[00:33:13.500 --> 00:33:15.500]  都是屬於通訊
[00:33:15.500 --> 00:33:16.500]  或是AI
[00:33:16.500 --> 00:33:17.500]  甚至跑了
[00:33:17.500 --> 00:33:18.500]  我覺得未來的趨勢
[00:33:18.500 --> 00:33:19.500]  對它來講是有力的
[00:33:19.500 --> 00:33:21.500]  所以如果AI是伏器
[00:33:21.500 --> 00:33:23.500]  或者未來的通訊衛星
[00:33:23.500 --> 00:33:24.500]  對未衛星
[00:33:24.500 --> 00:33:25.500]  越來越夯的話
[00:33:25.500 --> 00:33:27.500]  它這樣有機會吞大部分
[00:33:27.500 --> 00:33:28.500]  沒錯
[00:33:28.500 --> 00:33:29.500]  它異生的股價
[00:33:29.500 --> 00:33:31.500]  它今天突破
[00:33:31.500 --> 00:33:32.500]  對 它今天的現行它
[00:33:32.500 --> 00:33:34.500]  也是慢慢整理之後
[00:33:34.500 --> 00:33:35.500]  它在今年之前
[00:33:35.500 --> 00:33:37.500]  都沒有什麼量
[00:33:37.500 --> 00:33:38.500]  對 所以有時候
[00:33:38.500 --> 00:33:40.500]  就是產業帶動股價
[00:33:40.500 --> 00:33:42.500]  這個是很正常的現象
[00:33:42.500 --> 00:33:43.500]  它走的路線
[00:33:43.500 --> 00:33:45.500]  PCB走到高階的路線
[00:33:45.500 --> 00:33:47.500]  又到通訊這一塊
[00:33:47.500 --> 00:33:48.500]  感覺上你看
[00:33:48.500 --> 00:33:49.500]  這是2026年開始
[00:33:49.500 --> 00:33:51.500]  它有人開始注意到它了
[00:33:51.500 --> 00:33:53.500]  如果你把時間放長一點
[00:33:53.500 --> 00:33:54.500]  我們放周線來看
[00:33:54.500 --> 00:33:55.500]  你就會發現說
[00:33:55.500 --> 00:33:57.500]  它其實過去來是這樣
[00:33:57.500 --> 00:33:59.500]  這裡是打了一個
[00:33:59.500 --> 00:34:01.500]  很大的一個底部形態之後
[00:34:01.500 --> 00:34:04.500]  慢慢開始出量往上攻
[00:34:04.500 --> 00:34:06.500]  所以它可能有機會這樣
[00:34:06.500 --> 00:34:07.500]  反覆正當之後
[00:34:07.500 --> 00:34:08.500]  再往上走高
[00:34:08.500 --> 00:34:09.500]  再回日線
[00:34:09.500 --> 00:34:11.500]  你說它好像目前
[00:34:11.500 --> 00:34:13.500]  法人聚焦的並不是太多
[00:34:13.500 --> 00:34:14.500]  是
[00:34:14.500 --> 00:34:15.500]  買買賣賣
[00:34:15.500 --> 00:34:16.500]  態度不是很中坑
[00:34:16.500 --> 00:34:18.500]  對 但是食物看起來
[00:34:18.500 --> 00:34:19.500]  好像不是這個樣子
[00:34:19.500 --> 00:34:21.500]  今天收盤感覺上已經有創高了
[00:34:21.500 --> 00:34:22.500]  第一檔異生還有呢
[00:34:22.500 --> 00:34:23.500]  好 再來的話
[00:34:23.500 --> 00:34:24.500]  就是這兩檔也是屬於
[00:34:24.500 --> 00:34:25.500]  比較中低價
[00:34:25.500 --> 00:34:27.500]  第一檔我就不再最速了
[00:34:27.500 --> 00:34:29.500]  因為之前是我跟大家提到
[00:34:29.500 --> 00:34:30.500]  像光環
[00:34:30.500 --> 00:34:32.500]  光環自從我講完之後
[00:34:32.500 --> 00:34:33.500]  它其實大漲特漲
[00:34:33.500 --> 00:34:34.500]  然後後來
[00:34:34.500 --> 00:34:35.500]  當然是CW laser
[00:34:35.500 --> 00:34:37.500]  當然是我們講說
[00:34:37.500 --> 00:34:39.500]  1991大也是類似像這樣提漲
[00:34:39.500 --> 00:34:40.500]  對
[00:34:40.500 --> 00:34:41.500]  我如果找裡面
[00:34:41.500 --> 00:34:43.500]  太異又是我看到
[00:34:43.500 --> 00:34:44.500]  感覺上它自己什麼
[00:34:44.500 --> 00:34:47.500]  臺灣館餐餐的衛行通訊
[00:34:47.500 --> 00:34:49.500]  太異主要做什麼的
[00:34:49.500 --> 00:34:50.500]  好 太異它其實是什麼
[00:34:50.500 --> 00:34:52.500]  它唯一臺灣在做什麼
[00:34:52.500 --> 00:34:53.500]  叫Crystal
[00:34:53.500 --> 00:34:55.500]  它叫做
[00:34:55.500 --> 00:34:57.500]  橫溫控制的
[00:34:57.500 --> 00:34:59.500]  食音震盪器的製造商
[00:34:59.500 --> 00:35:00.500]  這是用在哪裡
[00:35:00.500 --> 00:35:01.500]  這個我們講說
[00:35:01.500 --> 00:35:02.500]  一般來講
[00:35:02.500 --> 00:35:03.500]  高階的零主件都要用
[00:35:03.500 --> 00:35:05.500]  它有點像是被動元件
[00:35:05.500 --> 00:35:06.500]  但是它是計時的
[00:35:06.500 --> 00:35:08.500]  所有的通訊跟電視上
[00:35:08.500 --> 00:35:10.500]  像手機裡面有Crystal
[00:35:10.500 --> 00:35:12.500]  它就是這個計時的作用
[00:35:12.500 --> 00:35:14.500]  特別是在高階
[00:35:14.500 --> 00:35:16.500]  AI也是需要運用到Crystal
[00:35:16.500 --> 00:35:17.500]  高速的運算
[00:35:17.500 --> 00:35:19.500]  甚至5G也是要Crystal
[00:35:19.500 --> 00:35:20.500]  所以Crystal算是一個
[00:35:20.500 --> 00:35:22.500]  在通訊裡面關鍵的零主件
[00:35:22.500 --> 00:35:24.500]  目前看起來
[00:35:24.500 --> 00:35:26.500]  它就是導向什麼
[00:35:26.500 --> 00:35:28.500]  衛行通訊跟衛行導航的系統
[00:35:28.500 --> 00:35:30.500]  GNSS
[00:35:30.500 --> 00:35:32.500]  有望重回洞
[00:35:32.500 --> 00:35:33.500]  特別我有看到它
[00:35:33.500 --> 00:35:35.500]  愈營收1.66億元
[00:35:35.500 --> 00:35:37.500]  越真是9% 年真18%
[00:35:37.500 --> 00:35:38.500]  就是雙十的成長
[00:35:38.500 --> 00:35:40.500]  那也是創下近9個月高
[00:35:40.500 --> 00:35:42.500]  感覺上好像業績還算不錯
[00:35:42.500 --> 00:35:44.500]  太異我們比較陌生一點
[00:35:44.500 --> 00:35:46.500]  看一下今天股價32.05塊錢
[00:35:46.500 --> 00:35:48.500]  也是一樣在今年開始
[00:35:48.500 --> 00:35:49.500]  它要被市場發現了
[00:35:49.500 --> 00:35:50.500]  對市場發現
[00:35:50.500 --> 00:35:52.500]  有股價慢慢低檔
[00:35:52.500 --> 00:35:53.500]  有在做電高
[00:35:53.500 --> 00:35:55.500]  量能有在做一個加溫
[00:35:55.500 --> 00:35:57.500]  同樣法人也是不買單
[00:35:57.500 --> 00:35:59.500]  但這種個別股未來來看的話
[00:35:59.500 --> 00:36:01.500]  可能它的產業方向對
[00:36:01.500 --> 00:36:02.500]  是有點機會的
[00:36:02.500 --> 00:36:03.500]  非常清楚
[00:36:03.500 --> 00:36:04.500]  謝謝謝謝老師
[00:36:04.500 --> 00:36:05.500]  請先回座
[00:36:05.500 --> 00:36:06.500]  接下來我們談談黃金
[00:36:06.500 --> 00:36:07.500]  黃金教育市場
[00:36:07.500 --> 00:36:10.500]  最近發生的非常有趣的事情
[00:36:10.500 --> 00:36:11.500]  有一個大戶
[00:36:11.500 --> 00:36:13.500]  它重壓了萬口的選擇權
[00:36:13.500 --> 00:36:14.500]  重壓的是
[00:36:14.500 --> 00:36:15.500]  今年年底之前
[00:36:15.500 --> 00:36:17.500]  黃金可能會到美暗死
[00:36:17.500 --> 00:36:19.500]  一萬五千塊錢
[00:36:19.500 --> 00:36:21.500]  為什麼這麼有把握
[00:36:21.500 --> 00:36:23.500]  黃金如果不要到這個價格
[00:36:23.500 --> 00:36:25.500]  那全世界到底會發生什麼事情
[00:36:25.500 --> 00:36:26.500]  休息一下
[00:36:26.500 --> 00:36:27.500]  氣氈告訴你
[00:36:27.500 --> 00:36:28.500]  最近黃金的教育市場
[00:36:28.500 --> 00:36:29.500]  發生了一件重大事情
[00:36:29.500 --> 00:36:30.500]  大家一輪分分
[00:36:30.500 --> 00:36:33.500]  我們今天趕快來請氣氈解消氣氈
[00:36:33.500 --> 00:36:35.500]  它是說有個大戶用超過了
[00:36:35.500 --> 00:36:36.500]  萬口的選擇權
[00:36:36.500 --> 00:36:38.500]  它去壓住了黃金年底
[00:36:38.500 --> 00:36:40.500]  會突破了一萬五千塊錢
[00:36:40.500 --> 00:36:41.500]  一萬五什麼概念
[00:36:41.500 --> 00:36:42.500]  現在一樣是
[00:36:42.500 --> 00:36:45.500]  大概平均五千塊錢左右上下
[00:36:45.500 --> 00:36:48.500]  所以接下來還要長一萬塊錢嗎
[00:36:48.500 --> 00:36:50.500]  它到底只是看好單純
[00:36:50.500 --> 00:36:52.500]  黃金接下來全世界都會買
[00:36:52.500 --> 00:36:53.500]  所有這麼大的漲幅
[00:36:53.500 --> 00:36:55.500]  還是其實它壓住的是
