# 逐字稿 - moneyline_20260206_part1
# 來源網址: https://www.youtube.com/watch?v=kkPSkSs4WHg
# 轉換日期: 2026-02-07 14:11:10
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:19.340]  歡迎收看前線百分百觀投晚安 我是劉柱華
[00:23:46.400 --> 00:23:47.400]  立空不斷
[00:23:47.400 --> 00:23:49.400]  我個人覺得是不是立空
[00:23:49.400 --> 00:23:50.400]  我們再跟大家講原因
[00:23:50.400 --> 00:23:52.400]  其實美國覺得對比來講
[00:23:52.400 --> 00:23:53.400]  就更清楚
[00:23:53.400 --> 00:23:54.400]  這是一月
[00:23:54.400 --> 00:23:56.400]  等於說指數開年來
[00:23:56.400 --> 00:23:57.400]  一月高點
[00:23:57.400 --> 00:23:58.400]  到底長了多少
[00:23:58.400 --> 00:23:59.400]  重點在哪裡
[00:23:59.400 --> 00:24:01.400]  兇手其實就是因為廢班
[00:24:01.400 --> 00:24:02.400]  廢班他一個月
[00:24:02.400 --> 00:24:04.400]  就中間最高點長了18個月
[00:24:04.400 --> 00:24:07.400]  所以帶台股不斷往上衝高
[00:24:07.400 --> 00:24:08.400]  那我跟你講
[00:24:08.400 --> 00:24:09.400]  如果這裡18
[00:24:09.400 --> 00:24:10.400]  這裡都是12啊
[00:24:10.400 --> 00:24:11.400]  15啊
[00:24:11.400 --> 00:24:12.400]  那就沒事
[00:24:12.400 --> 00:24:13.400]  可是很麻煩的是
[00:24:13.400 --> 00:24:14.400]  你在長18
[00:24:14.400 --> 00:24:15.400]  有沒有看到人家
[00:24:15.400 --> 00:24:17.400]  綜合指數長什麼樣子
[00:24:17.400 --> 00:24:19.400]  所以代表這個是中間的怪理
[00:24:19.400 --> 00:24:20.400]  長期而言
[00:24:20.400 --> 00:24:21.400]  綜合指數跟科技內股
[00:24:21.400 --> 00:24:23.400]  會有一點點落差
[00:24:23.400 --> 00:24:24.400]  但不可能在一個月之內
[00:24:24.400 --> 00:24:26.400]  就差了15個月
[00:24:26.400 --> 00:24:27.400]  所以最後
[00:24:27.400 --> 00:24:28.400]  這個到底很簡單
[00:24:28.400 --> 00:24:29.400]  最後這個二選一
[00:24:29.400 --> 00:24:31.400]  一個就是這個補長
[00:24:31.400 --> 00:24:34.400]  所以可能這個長了一兩個禮拜之後
[00:24:34.400 --> 00:24:35.400]  這開始大漲
[00:24:35.400 --> 00:24:36.400]  跟上來
[00:24:36.400 --> 00:24:37.400]  對那就沒事了
[00:24:37.400 --> 00:24:38.400]  等了一兩個禮拜他不上來
[00:24:38.400 --> 00:24:40.400]  那就知道這就是修正了
[00:24:40.400 --> 00:24:41.400]  這是很合理
[00:24:41.400 --> 00:24:42.400]  但是記得一件事情
[00:24:42.400 --> 00:24:44.400]  人家能上去是有原因
[00:24:44.400 --> 00:24:45.400]  所以最後他修正的
[00:24:45.400 --> 00:24:47.400]  不可能全部吐回去
[00:24:47.400 --> 00:24:48.400]  所以等於修正完之後
[00:24:48.400 --> 00:24:49.400]  再整理之後
[00:24:49.400 --> 00:24:50.400]  再走高
[00:24:50.400 --> 00:24:51.400]  這是很合理的現象
[00:24:51.400 --> 00:24:52.400]  我就說這幾天
[00:24:52.400 --> 00:24:54.400]  那美股財報也很明顯
[00:24:54.400 --> 00:24:55.400]  就是說展望
[00:24:55.400 --> 00:24:56.400]  一開始呢
[00:24:56.400 --> 00:24:58.400]  大家心裡就已經有一八次
[00:24:58.400 --> 00:24:59.400]  結果那數據出來
[00:24:59.400 --> 00:25:01.400]  記者剛在寫高於預期
[00:25:01.400 --> 00:25:02.400]  結果發現盤奏是跌的
[00:25:02.400 --> 00:25:03.400]  要說
[00:25:03.400 --> 00:25:04.400]  而且大跌
[00:25:04.400 --> 00:25:05.400]  對大跌是因為他的這個標準
[00:25:05.400 --> 00:25:07.400]  沒有到那個最高標
[00:25:07.400 --> 00:25:08.400]  他是他只有過軍
[00:25:08.400 --> 00:25:10.400]  我覺得記者想理由也很清楚
[00:25:10.400 --> 00:25:11.400]  對
[00:25:11.400 --> 00:25:12.400]  你這麼好的這個財報
[00:25:12.400 --> 00:25:13.400]  那我就我們反正
[00:25:13.400 --> 00:25:14.400]  我常常講
[00:25:14.400 --> 00:25:15.400]  反正我們還沒開之前
[00:25:15.400 --> 00:25:16.400]  就已經有一八次
[00:25:16.400 --> 00:25:18.400]  出來好就是好不好就不好
[00:25:18.400 --> 00:25:19.400]  我不會
[00:25:19.400 --> 00:25:20.400]  我絕對不會
[00:25:20.400 --> 00:25:21.400]  因為今天股價跌
[00:25:21.400 --> 00:25:22.400]  我是告訴你其實有利空
[00:25:22.400 --> 00:25:24.400]  那我其實為什麼其實很明顯
[00:25:24.400 --> 00:25:26.400]  就是因為長多在修正
[00:25:26.400 --> 00:25:27.400]  那這個只要修正完
[00:25:27.400 --> 00:25:28.400]  慢慢又會
[00:25:28.400 --> 00:25:29.400]  會變成正效
[00:25:29.400 --> 00:25:31.400]  而且很明顯到底
[00:25:31.400 --> 00:25:32.400]  最近呢
[00:25:32.400 --> 00:25:33.400]  長我們這樣上禮拜
[00:25:33.400 --> 00:25:34.400]  梅塔大長
[00:25:34.400 --> 00:25:36.400]  是因為資本支出很棒
[00:25:36.400 --> 00:25:37.400]  這是過高
[00:25:37.400 --> 00:25:38.400]  那代表未來很好
[00:25:38.400 --> 00:25:39.400]  就這禮拜呢
[00:25:39.400 --> 00:25:40.400]  跌的又說
[00:25:40.400 --> 00:25:41.400]  因為資本支出
[00:25:41.400 --> 00:25:42.400]  太多壓力很大
[00:25:42.400 --> 00:25:43.400]  所以同一件事情
[00:25:43.400 --> 00:25:44.400]  大家發現什麼事情
[00:25:44.400 --> 00:25:45.400]  所以結論就是
[00:25:45.400 --> 00:25:46.400]  大家可以看到
[00:25:46.400 --> 00:25:47.400]  這個重點就是
[00:25:47.400 --> 00:25:48.400]  他這個關係的部分
[00:25:48.400 --> 00:25:49.400]  要慢慢的修正
[00:25:49.400 --> 00:25:50.400]  所以呢
[00:25:50.400 --> 00:25:51.400]  台股的部分呢
[00:25:51.400 --> 00:25:53.400]  其實已經跟不上進度了
[00:25:53.400 --> 00:25:54.400]  因為我們已經
[00:25:54.400 --> 00:25:55.400]  已經要封關了
[00:25:55.400 --> 00:25:57.400]  再來會發生什麼現象
[00:25:57.400 --> 00:25:58.400]  就是近五年來
[00:25:58.400 --> 00:25:59.400]  如果台股要封關的時候
[00:25:59.400 --> 00:26:00.400]  會長什麼樣
[00:26:00.400 --> 00:26:01.400]  這個就是封關日
[00:26:01.400 --> 00:26:03.400]  這些跳動的是什麼
[00:26:03.400 --> 00:26:04.400]  就是長廷加速
[00:26:04.400 --> 00:26:06.400]  台股的平均長廷加速
[00:26:06.400 --> 00:26:07.400]  平常是很激動
[00:26:07.400 --> 00:26:08.400]  二三十加
[00:26:08.400 --> 00:26:09.400]  是很正常
[00:26:09.400 --> 00:26:11.400]  你看到最後要封關的時候
[00:26:11.400 --> 00:26:12.400]  他就會明顯的開始冷靜
[00:26:12.400 --> 00:26:13.400]  對
[00:26:13.400 --> 00:26:15.400]  今天跌停的加速快要十七加
[00:26:15.400 --> 00:26:16.400]  長廷
[00:26:16.400 --> 00:26:17.400]  只是他十一加
[00:26:17.400 --> 00:26:17.400]  對
[00:26:17.400 --> 00:26:18.400]  那我跟你講
[00:26:18.400 --> 00:26:19.400]  這是慢慢正常狀態
[00:26:19.400 --> 00:26:21.400]  今天還是因為有壓力
[00:26:21.400 --> 00:26:22.400]  過幾天就算
[00:26:22.400 --> 00:26:23.400]  指數長廷加速
[00:26:23.400 --> 00:26:24.400]  也會變少
[00:26:24.400 --> 00:26:25.400]  這是很合理的現象
[00:26:25.400 --> 00:26:26.400]  大家都會冷靜
[00:26:26.400 --> 00:26:27.400]  看到今天
[00:26:27.400 --> 00:26:28.400]  洗刷600一點
[00:26:28.400 --> 00:26:29.400]  成交量
[00:26:29.400 --> 00:26:30.400]  還是量縮的
[00:26:30.400 --> 00:26:32.400]  這都是很正常的現象
[00:26:32.400 --> 00:26:33.400]  這個可以預期
[00:26:33.400 --> 00:26:34.400]  等下禮拜三天
[00:26:34.400 --> 00:26:35.400]  一定會長這樣
[00:26:35.400 --> 00:26:36.400]  而且有個特色
[00:26:36.400 --> 00:26:37.400]  就是我們會跟著
[00:26:37.400 --> 00:26:38.400]  眉股長跌
[00:26:38.400 --> 00:26:39.400]  但是我們的長幅
[00:26:39.400 --> 00:26:41.400]  跟跌幅都會比眉股小
[00:26:41.400 --> 00:26:43.400]  那一回來不好意思
[00:26:43.400 --> 00:26:44.400]  就得攤牌就是噴出
[00:26:44.400 --> 00:26:46.400]  那是至於到底是不是
[00:26:46.400 --> 00:26:47.400]  應該這樣講
[00:26:47.400 --> 00:26:48.400]  如果這個能夠往上走
[00:26:48.400 --> 00:26:49.400]  是平均值
[00:26:49.400 --> 00:26:50.400]  那當然
[00:26:50.400 --> 00:26:52.400]  如果出事就代表會往下
[00:26:52.400 --> 00:26:54.400]  但是記得一件事情
[00:26:54.400 --> 00:26:55.400]  我個人覺得
[00:26:55.400 --> 00:26:57.400]  經濟有問題
[00:26:57.400 --> 00:26:59.400]  不會再十幾天就反轉
[00:26:59.400 --> 00:27:00.400]  你我們沒辦法
[00:27:00.400 --> 00:27:01.400]  去確定說
[00:27:01.400 --> 00:27:03.400]  川普會不會講了什麼話
[00:27:03.400 --> 00:27:04.400]  還是政治有什麼因素
[00:27:04.400 --> 00:27:05.400]  但是政治因素
[00:27:05.400 --> 00:27:07.400]  其實對股市我們最早講
[00:27:07.400 --> 00:27:08.400]  就是衝擊會很大
[00:27:08.400 --> 00:27:09.400]  而且大家很恐慌
[00:27:09.400 --> 00:27:10.400]  但是空間跟時間
[00:27:10.400 --> 00:27:11.400]  都會很短暫
[00:27:11.400 --> 00:27:12.400]  好 那我問一下
[00:27:12.400 --> 00:27:13.400]  如果最近的震盪
[00:27:13.400 --> 00:27:15.400]  只是因為長多
[00:27:15.400 --> 00:27:16.400]  如果經濟會有問題
[00:27:16.400 --> 00:27:17.400]  不會十幾天
[00:27:17.400 --> 00:27:19.400]  全世界的股市就反轉了
[00:27:19.400 --> 00:27:20.400]  那我們來看到這個指標
[00:27:20.400 --> 00:27:22.400]  因為最高點的長幅
[00:27:22.400 --> 00:27:25.400]  肺扮是8% 肺扮是跟我們最相關的
[00:27:25.400 --> 00:27:26.400]  那你說
[00:27:26.400 --> 00:27:28.400]  如果他歸離這麼大
[00:27:28.400 --> 00:27:30.400]  要不就這個跟上他
[00:27:30.400 --> 00:27:31.400]  要不就他被拖累
[00:27:31.400 --> 00:27:32.400]  你覺得接下來
[00:27:32.400 --> 00:27:34.400]  哪個可能性比較大
[00:27:34.400 --> 00:27:35.400]  比氣在哪裡
[00:27:35.400 --> 00:27:36.400]  我剛剛講
[00:27:36.400 --> 00:27:37.400]  這個理論上
[00:27:37.400 --> 00:27:39.400]  他現在正在修正當中
[00:27:39.400 --> 00:27:40.400]  可是無論如何
[00:27:40.400 --> 00:27:41.400]  他不可能修正到原本的位置
[00:27:41.400 --> 00:27:43.400]  因為人家長十幾個盆
[00:27:43.400 --> 00:27:44.400]  甚至有他的原因
[00:27:44.400 --> 00:27:45.400]  重點就是
[00:27:45.400 --> 00:27:46.400]  因為現在正在開
[00:27:46.400 --> 00:27:48.400]  從台積地開之後就盆出了
[00:27:48.400 --> 00:27:49.400]  因為這到底
[00:27:49.400 --> 00:27:50.400]  比較半導體
[00:27:50.400 --> 00:27:52.400]  真的好到不可思議
[00:27:52.400 --> 00:27:53.400]  目前在開又說
[00:27:53.400 --> 00:27:54.400]  資本支出不斷提高
[00:27:54.400 --> 00:27:55.400]  其實這時候是利多
[00:27:55.400 --> 00:27:56.400]  要記得一點
[00:27:56.400 --> 00:27:57.400]  這個對利多
[00:27:57.400 --> 00:27:58.400]  對各國我們不敢講
[00:27:58.400 --> 00:27:59.400]  但記得一件事情
[00:27:59.400 --> 00:28:00.400]  對台股一定是利多
[00:28:00.400 --> 00:28:01.400]  因為未來
[00:28:01.400 --> 00:28:02.400]  台要花大錢
[00:28:02.400 --> 00:28:03.400]  我們是做硬體的
[00:28:03.400 --> 00:28:04.400]  所以理論上
[00:28:04.400 --> 00:28:05.400]  這個會修正
[00:28:05.400 --> 00:28:06.400]  可是理論上
[00:28:06.400 --> 00:28:07.400]  不會再回到這個位置
[00:28:07.400 --> 00:28:08.400]  未來
[00:28:08.400 --> 00:28:09.400]  應該說
[00:28:09.400 --> 00:28:10.400]  這個是一個
[00:28:10.400 --> 00:28:12.400]  這種所謂主人帶狗的道理
[00:28:12.400 --> 00:28:13.400]  他必須要慢慢回來
[00:28:13.400 --> 00:28:14.400]  但長期而言
[00:28:14.400 --> 00:28:15.400]  大家還是會慢慢往前走
[00:28:15.400 --> 00:28:17.400]  好 如果他慢慢的過去
[00:28:17.400 --> 00:28:19.400]  那就可能是我們的紅包行情了
[00:28:19.400 --> 00:28:21.400]  紅包行情可能出現在哪裡
[00:28:21.400 --> 00:28:22.400]  OK 我們另外一再講到
[00:28:22.400 --> 00:28:24.400]  這個是資本支出的這個圖
[00:28:24.400 --> 00:28:26.400]  所以我們這還沒有更新
[00:28:26.400 --> 00:28:28.400]  這兩天的這個架構
[00:28:28.400 --> 00:28:29.400]  最後剛剛提到
[00:28:29.400 --> 00:28:31.400]  他們我常講的
[00:28:31.400 --> 00:28:32.400]  到底他股價長還跌
[00:28:32.400 --> 00:28:33.400]  其實跟台灣沒有太大的關係
[00:28:33.400 --> 00:28:34.400]  比如說Mason
[00:28:34.400 --> 00:28:35.400]  他裡面有很多的
[00:28:35.400 --> 00:28:37.400]  都是這種電商賣東西
[00:28:37.400 --> 00:28:38.400]  跟我們沒關係
[00:28:38.400 --> 00:28:40.400]  問題他只要講資本支出高
[00:28:40.400 --> 00:28:41.400]  對我們就是利多
[00:28:41.400 --> 00:28:42.400]  結果現在是說
[00:28:42.400 --> 00:28:44.400]  資本支出太高
[00:28:44.400 --> 00:28:45.400]  那簡單的就是未來
[00:28:45.400 --> 00:28:47.400]  我們會賺太多錢那個道理
[00:28:47.400 --> 00:28:48.400]  所以我覺得不用擔心
[00:28:48.400 --> 00:28:50.400]  所以另外一個重點就是
[00:28:50.400 --> 00:28:52.400]  加權指數另外就是EPS
[00:28:52.400 --> 00:28:55.400]  就是抬股整個獲利的預估值
[00:28:55.400 --> 00:28:58.400]  其實都還 今天都還在創高
[00:28:58.400 --> 00:29:00.400]  所以其實我這段能夠大長
[00:29:00.400 --> 00:29:02.400]  是因為台積電的法書
[00:29:02.400 --> 00:29:04.400]  上來之後就在上面的政黨
[00:29:04.400 --> 00:29:05.400]  還在持續走高
[00:29:05.400 --> 00:29:07.400]  所以我覺得講這是基本面
[00:29:07.400 --> 00:29:08.400]  所以結論我可能覺得
[00:29:08.400 --> 00:29:09.400]  我會比較熱
[00:29:09.400 --> 00:29:11.400]  我個人覺得七八成爆五過年
[00:29:11.400 --> 00:29:12.400]  我覺得說
[00:29:12.400 --> 00:29:15.400]  記得一件你最起碼要有現金
[00:29:15.400 --> 00:29:16.400]  先講這七到八成
[00:29:16.400 --> 00:29:18.400]  是你沒有槓桿的情況下
[00:29:18.400 --> 00:29:20.400]  我覺得你融資最多抓到五成
[00:29:20.400 --> 00:29:22.400]  就已經很大
[00:29:22.400 --> 00:29:24.400]  因為融資來講他的波動性很大
[00:29:24.400 --> 00:29:26.400]  你有一個七到八成的資金
[00:29:26.400 --> 00:29:27.400]  我剛剛講了
[00:29:27.400 --> 00:29:28.400]  你會發 最可能的發生什麼現象
[00:29:28.400 --> 00:29:30.400]  假設Dipsick之類的
[00:29:30.400 --> 00:29:32.400]  或者是來你還有兩到三成
[00:29:32.400 --> 00:29:33.400]  可以加碼有什麼問題
[00:29:33.400 --> 00:29:35.400]  所以我覺得記得先講
[00:29:35.400 --> 00:29:37.400]  這個是你沒有槓桿的情況下
[00:29:37.400 --> 00:29:39.400]  槓桿自己要持續爭奪
[00:29:39.400 --> 00:29:41.400]  好 如果開紅盤的行情
[00:29:41.400 --> 00:29:43.400]  值得期待有誰
[00:29:43.400 --> 00:29:44.400]  好 我們這樣講
[00:29:44.400 --> 00:29:45.400]  我先給大家一個概念
[00:29:45.400 --> 00:29:47.400]  之前我們來節目又有提到這個關係
[00:29:47.400 --> 00:29:49.400]  這是所謂過年的時間點
[00:29:49.400 --> 00:29:51.400]  在年之前我們這樣
[00:29:51.400 --> 00:29:52.400]  年錢要買大
[00:29:52.400 --> 00:29:53.400]  年後要買一小
[00:29:53.400 --> 00:29:56.400]  就是藍色的縣市加全職數
[00:29:56.400 --> 00:29:58.400]  橘色是貴賣職數
[00:29:58.400 --> 00:29:59.400]  年錢要買大
[00:29:59.400 --> 00:30:00.400]  年後要買小
[00:30:00.400 --> 00:30:01.400]  對 因為大型的
[00:30:01.400 --> 00:30:02.400]  你在一個月前買大的
[00:30:02.400 --> 00:30:05.400]  他長幅像對比小的多很多
[00:30:05.400 --> 00:30:06.400]  所以前一段時間
[00:30:06.400 --> 00:30:08.400]  你們看到很多全職股
[00:30:08.400 --> 00:30:09.400]  我就不好意思點名
[00:30:09.400 --> 00:30:11.400]  反正很多個股
[00:30:11.400 --> 00:30:13.400]  便抬大電影是不是光或者是
[00:30:13.400 --> 00:30:15.400]  我們看三檔就好了
[00:30:15.400 --> 00:30:16.400]  第一個看台積電
[00:30:16.400 --> 00:30:18.400]  年錢的二十天
[00:30:18.400 --> 00:30:19.400]  年錢買大股
[00:30:19.400 --> 00:30:20.400]  年後買小股
[00:30:20.400 --> 00:30:23.400]  年錢我們大概就算到之前
[00:30:23.400 --> 00:30:25.400]  這是台積電的
[00:30:25.400 --> 00:30:26.400]  對
[00:30:26.400 --> 00:30:27.400]  來 台打電看一下
[00:30:27.400 --> 00:30:29.400]  台打電也是大型全職股
[00:30:29.400 --> 00:30:30.400]  台打電還成立漲廳
[00:30:30.400 --> 00:30:34.400]  那個連發科 台數 中鋼
[00:30:34.400 --> 00:30:36.400]  都是沒數
[00:30:36.400 --> 00:30:37.400]  就所有的
[00:30:37.400 --> 00:30:38.400]  月光我看一下
[00:30:38.400 --> 00:30:39.400]  月光建議很強
[00:30:39.400 --> 00:30:41.400]  趕快
[00:30:41.400 --> 00:30:44.400]  對 結論就是
[00:30:44.400 --> 00:30:45.400]  年錢買大
[00:30:45.400 --> 00:30:46.400]  這是過往的重技數字
[00:30:46.400 --> 00:30:47.400]  本來年錢全職股
[00:30:47.400 --> 00:30:48.400]  就會比較強
[00:30:48.400 --> 00:30:50.400]  為什麼其實也滿簡單道理
[00:30:50.400 --> 00:30:51.400]  因為畢竟要報過
[00:30:51.400 --> 00:30:52.400]  你大家會怕
[00:30:52.400 --> 00:30:53.400]  會覺得最起碼
[00:30:53.400 --> 00:30:55.400]  全職股上對比大家安全
[00:30:55.400 --> 00:30:57.400]  那年後故事回來了
[00:30:57.400 --> 00:30:58.400]  發現 M4
[00:30:58.400 --> 00:30:59.400]  故事就不一樣
[00:30:59.400 --> 00:31:01.400]  一開始指數也會往上走
[00:31:01.400 --> 00:31:02.400]  可是你可以看到
[00:31:02.400 --> 00:31:04.400]  中小型股明顯強很多
[00:31:04.400 --> 00:31:05.400]  這個就是過往經驗
[00:31:05.400 --> 00:31:06.400]  所以你必須要
[00:31:06.400 --> 00:31:07.400]  再剛才提到
[00:31:07.400 --> 00:31:08.400]  年錢可以報全職股
[00:31:08.400 --> 00:31:10.400]  年後中小型股會強
[00:31:10.400 --> 00:31:11.400]  那選股怎麼辦
[00:31:11.400 --> 00:31:12.400]  就是剛才提到
[00:31:12.400 --> 00:31:14.400]  這個橘色就是貴買
[00:31:14.400 --> 00:31:15.400]  就是 OT
[00:31:15.400 --> 00:31:16.400]  所以你可以選一些中小型
[00:31:16.400 --> 00:31:18.400]  也不代表一定貴
[00:31:18.400 --> 00:31:20.400]  最起碼你其實在上市
[00:31:20.400 --> 00:31:21.400]  也是比較中小型的個股
[00:31:21.400 --> 00:31:22.400]  那第二呢
[00:31:22.400 --> 00:31:23.400]  就是我個人覺得
[00:31:23.400 --> 00:31:24.400]  長線還是要保命
[00:31:24.400 --> 00:31:26.400]  AI程度高一點
[00:31:26.400 --> 00:31:28.400]  相對來講代表它業績面好
[00:31:28.400 --> 00:31:29.400]  我覺得是對的
[00:31:29.400 --> 00:31:30.400]  就相關的個股
[00:31:30.400 --> 00:31:32.400]  這些就是 OTC的成分股
[00:31:32.400 --> 00:31:34.400]  而且都是 AI的個股
[00:31:34.400 --> 00:31:35.400]  你各個族群當中
[00:31:35.400 --> 00:31:37.400]  找了一當值得回答
[00:31:37.400 --> 00:31:38.400]  是
[00:31:38.400 --> 00:31:40.400]  你看到二六年的 EPS
[00:31:40.400 --> 00:31:41.400]  可以看到重點在這裡
[00:31:41.400 --> 00:31:43.400]  就是它今年的獲利連增長
[00:31:43.400 --> 00:31:45.400]  都是蠻強勢的表現
[00:31:45.400 --> 00:31:46.400]  當然啊
[00:31:46.400 --> 00:31:48.400]  這裡面我覺得還是有一個差別
[00:31:48.400 --> 00:31:49.400]  就是本億比
[00:31:49.400 --> 00:31:50.400]  相對量盡量選擇
[00:31:50.400 --> 00:31:52.400]  本億比相對比他低一些些的
[00:31:52.400 --> 00:31:54.400]  貨幣相對比他安全一些
[00:31:54.400 --> 00:31:55.400]  你可以我們看一下
[00:31:55.400 --> 00:31:57.400]  臺藥的這個架構
[00:31:57.400 --> 00:31:59.400]  可以看到股價長很多了
[00:31:59.400 --> 00:32:00.400]  記得一件事
[00:32:00.400 --> 00:32:01.400]  他今年獲利成長這麼高
[00:32:01.400 --> 00:32:03.400]  然後本億比二十來倍
[00:32:03.400 --> 00:32:05.400]  相對的原因並不算貴
[00:32:05.400 --> 00:32:07.400]  所以我覺得後續來講都可以關注
[00:32:07.400 --> 00:32:08.400]  另外回來看
[00:32:08.400 --> 00:32:09.400]  我們可以看到
[00:32:09.400 --> 00:32:11.400]  這個博士的部分
[00:32:11.400 --> 00:32:13.400]  它也是有 AI 族群
[00:32:13.400 --> 00:32:14.400]  那PCB
[00:32:14.400 --> 00:32:16.400]  他的股價相對PCB來講
[00:32:16.400 --> 00:32:18.400]  最近才剛剛落後補賬
[00:32:18.400 --> 00:32:19.400]  股價的一個部分
[00:32:19.400 --> 00:32:20.400]  尤其是法人的部分
[00:32:20.400 --> 00:32:22.400]  近期也都持續站在埋房
[00:32:22.400 --> 00:32:24.400]  所以我覺得
[00:32:24.400 --> 00:32:26.400]  用所謂的第一本億比的部分
[00:32:26.400 --> 00:32:27.400]  就可以觀察
[00:32:27.400 --> 00:32:28.400]  另外我們冒的部分看一下
[00:32:28.400 --> 00:32:30.400]  因為今天正當蠻大的
[00:32:30.400 --> 00:32:32.400]  所以相對而言
[00:32:32.400 --> 00:32:34.400]  算是正當幅度比較大的
[00:32:34.400 --> 00:32:36.400]  各股壓回的壓力比較大
[00:32:36.400 --> 00:32:37.400]  但是相對而言它有個缺點
[00:32:37.400 --> 00:32:39.400]  就是它從不好變好
[00:32:39.400 --> 00:32:41.400]  所以它的EPS還不是很高
[00:32:41.400 --> 00:32:42.400]  回的過自考
[00:32:42.400 --> 00:32:43.400]  就是說因為它
[00:32:43.400 --> 00:32:45.400]  因為它之前狀況不好
[00:32:45.400 --> 00:32:46.400]  那現在積極低
[00:32:46.400 --> 00:32:48.400]  所以你可以看到年增率很高
[00:32:48.400 --> 00:32:49.400]  但因為EPS不高
[00:32:49.400 --> 00:32:50.400]  就會導致它的本億比
[00:32:50.400 --> 00:32:52.400]  相對會比較高一些些
[00:32:52.400 --> 00:32:53.400]  所以最後
[00:32:53.400 --> 00:32:54.400]  它有一個檔就是
[00:32:54.400 --> 00:32:55.400]  雙紅的部分也可以留意
[00:32:55.400 --> 00:32:57.400]  獲利非常好
[00:32:57.400 --> 00:32:58.400]  而且它啟紅雙紅
[00:32:58.400 --> 00:32:59.400]  相對而言
[00:32:59.400 --> 00:33:01.400]  他們的這個所謂的基本面
[00:33:01.400 --> 00:33:02.400]  都有辦法吃到
[00:33:02.400 --> 00:33:04.400]  真的比較純的 AI
[00:33:04.400 --> 00:33:05.400]  那啟紅的部分來講
[00:33:05.400 --> 00:33:07.400]  看到先看到
[00:33:07.400 --> 00:33:08.400]  啟紅股價的一個部分
[00:33:08.400 --> 00:33:09.400]  就創高
[00:33:09.400 --> 00:33:10.400]  對
[00:33:10.400 --> 00:33:11.400]  那他們業績面其實
[00:33:11.400 --> 00:33:12.400]  並沒有太大差異
[00:33:12.400 --> 00:33:13.400]  所以回過頭來
[00:33:13.400 --> 00:33:14.400]  應該這樣講
[00:33:14.400 --> 00:33:16.400]  確實啟紅跟雙紅
[00:33:16.400 --> 00:33:17.400]  稍微有差距一點點
[00:33:17.400 --> 00:33:18.400]  但是當啟紅
[00:33:18.400 --> 00:33:19.400]  創高的時間點
[00:33:19.400 --> 00:33:20.400]  我就覺得相對比較
[00:33:20.400 --> 00:33:21.400]  落後的各股方
[00:33:21.400 --> 00:33:22.400]  可以留意
[00:33:22.400 --> 00:33:23.400]  非常清楚
[00:33:23.400 --> 00:33:25.400]  謝謝明顯請先回座
[00:33:25.400 --> 00:33:26.400]  請大家預告
[00:33:26.400 --> 00:33:28.400]  在過去平均巡的經驗
[00:33:28.400 --> 00:33:29.400]  開紅盤
[00:33:29.400 --> 00:33:30.400]  應該都有不錯的上漲
[00:33:30.400 --> 00:33:31.400]  好像請出了兩次
[00:33:31.400 --> 00:33:32.400]  包括了疫情
[00:33:32.400 --> 00:33:33.400]  還有 deep seek
[00:33:33.400 --> 00:33:35.400]  當時的利工之外
[00:33:35.400 --> 00:33:37.400]  所以今年開紅盤的行情
[00:33:37.400 --> 00:33:38.400]  是不是同樣舉得期待
[00:33:38.400 --> 00:33:39.400]  但是
[00:33:39.400 --> 00:33:40.400]  找股票
[00:33:40.400 --> 00:33:41.400]  年前買大的
[00:33:41.400 --> 00:33:42.400]  年後買中小的
[00:33:42.400 --> 00:33:43.400]  在今年
[00:33:43.400 --> 00:33:44.400]  會不會附製呢
[00:33:44.400 --> 00:33:46.400]  哪一些的中小怎麼挑
[00:33:46.400 --> 00:33:47.400]  除了貴買成分股之外
[00:33:47.400 --> 00:33:48.400]  找一些AI全度高
[00:33:48.400 --> 00:33:49.400]  獲利高增長的
[00:33:49.400 --> 00:33:50.400]  有這些代表股
[00:33:50.400 --> 00:33:51.400]  就給你做參考了
[00:33:51.400 --> 00:33:52.400]  提到了AI
[00:33:52.400 --> 00:33:54.400]  一個多月之前
[00:33:54.400 --> 00:33:55.400]  鄭老師就告訴你
[00:33:55.400 --> 00:33:56.400]  AI現在的故事
[00:33:56.400 --> 00:33:58.400]  敘事已經不一樣了
[00:33:58.400 --> 00:34:00.400]  就如同最近的資本之初
[00:34:00.400 --> 00:34:02.400]  以前是大喜事
[00:34:02.400 --> 00:34:03.400]  現在怎麼會變成
[00:34:03.400 --> 00:34:04.400]  貴故事
[00:34:04.400 --> 00:34:05.400]  AI的概念股
[00:34:05.400 --> 00:34:06.400]  到底年後
[00:34:06.400 --> 00:34:07.400]  應該用什麼邏輯操作
[00:34:07.400 --> 00:34:08.400]  休息一下
[00:34:08.400 --> 00:34:09.400]  這令告訴你
[00:34:32.400 --> 00:34:34.400]  7.5%還不是最重的
[00:34:34.400 --> 00:34:35.400]  來看到
[00:34:35.400 --> 00:34:37.400]  超為公佈財報法說
[00:34:37.400 --> 00:34:38.400]  之後
[00:34:38.400 --> 00:34:39.400]  3天的跌幅
[00:34:39.400 --> 00:34:41.400]  22%
[00:34:41.400 --> 00:34:42.400]  微軟
[00:34:42.400 --> 00:34:43.400]  來看到微軟
[00:34:43.400 --> 00:34:44.400]  我剛剛還非得
